index,datetime,drawdown
0,2026-04-03 10:15:00,0.0
1,2026-04-04 07:47:00,-0.91
2,2026-04-04 08:40:00,-0.91
3,2026-04-04 12:26:00,-0.9
4,2026-04-04 16:28:00,-3.16
5,2026-04-04 19:02:00,-4.82
6,2026-04-05 01:07:00,-3.5
7,2026-04-05 01:55:00,-3.88
8,2026-04-05 07:31:00,-6.13
9,2026-04-05 12:03:00,-6.04
10,2026-04-05 13:29:00,-8.1
11,2026-04-05 14:55:00,-10.22
12,2026-04-05 22:03:00,-12.11
13,2026-04-05 22:13:00,-12.07
14,2026-04-06 06:11:00,-13.92
15,2026-04-06 14:00:00,-13.33
16,2026-04-07 01:51:00,-13.5
17,2026-04-07 06:09:00,-13.7
18,2026-04-07 20:02:00,-13.7
19,2026-04-08 02:07:00,-15.53
20,2026-04-08 04:05:00,-17.32
21,2026-04-08 22:21:00,-19.07
22,2026-04-09 00:40:00,-19.27
23,2026-04-09 03:46:00,-21.01
24,2026-04-09 15:28:00,-21.1
25,2026-04-09 21:07:00,-21.23
26,2026-04-10 02:20:00,-21.62
27,2026-04-10 14:12:00,-21.79
28,2026-04-10 18:15:00,-22.05
29,2026-04-11 16:15:00,-23.5
30,2026-04-11 16:39:00,-25.27
31,2026-04-11 18:30:00,-26.9
32,2026-04-11 22:16:00,-28.41
33,2026-04-12 01:35:00,-24.5
34,2026-04-13 13:02:00,-22.55
35,2026-04-13 21:41:00,-24.23
36,2026-04-14 05:21:00,-25.66
37,2026-04-14 22:29:00,-25.84
38,2026-04-15 17:27:00,-25.94
39,2026-04-15 18:49:00,-27.55
40,2026-04-16 00:33:00,-29.21
41,2026-04-16 13:28:00,-27.35
42,2026-04-16 15:37:00,-24.05
43,2026-04-16 15:38:00,-24.39
44,2026-04-16 19:39:00,-22.41
45,2026-04-17 10:32:00,-20.4
46,2026-04-17 12:24:00,-22.3
47,2026-04-17 13:51:00,-23.92
48,2026-04-17 16:08:00,-25.57
49,2026-04-17 16:26:00,-27.21
50,2026-04-17 22:32:00,-26.69
51,2026-04-18 10:04:00,-28.29
52,2026-04-18 13:30:00,-29.92
53,2026-04-18 16:18:00,-31.57
54,2026-04-19 04:31:00,-33.19
55,2026-04-19 06:12:00,-34.66
56,2026-04-19 09:27:00,-36.09
57,2026-04-19 13:05:00,-33.0
58,2026-04-19 13:20:00,-33.33
59,2026-04-19 20:41:00,-34.79
60,2026-04-20 07:22:00,-32.39
61,2026-04-20 09:39:00,-32.76
62,2026-04-20 14:26:00,-32.87
63,2026-04-20 17:08:00,-34.34
64,2026-04-21 03:03:00,-32.45
65,2026-04-21 06:04:00,-32.78
66,2026-04-21 11:11:00,-32.63
67,2026-04-21 15:03:00,-32.73
68,2026-04-21 16:01:00,-32.23
69,2026-04-21 21:21:00,-32.39
70,2026-04-22 11:51:00,-33.91
71,2026-04-23 07:37:00,-35.41
72,2026-04-23 13:45:00,-34.95
73,2026-04-23 18:59:00,-36.43
74,2026-04-24 09:02:00,-37.87
75,2026-04-24 18:34:00,-37.86
76,2026-04-25 12:29:00,-38.56
77,2026-04-25 21:02:00,-37.88
78,2026-04-25 23:09:00,-38.29
79,2026-04-26 04:49:00,-37.5
80,2026-04-26 08:01:00,-38.8
81,2026-04-26 14:19:00,-38.99
82,2026-04-26 17:28:00,-39.22
83,2026-04-26 21:55:00,-39.0
84,2026-04-27 05:15:00,-35.62
85,2026-04-27 19:30:00,-35.17
86,2026-04-28 17:35:00,-33.04
87,2026-04-28 18:06:00,-33.7
88,2026-04-28 19:44:00,-35.24
89,2026-04-28 21:53:00,-33.75
90,2026-04-29 05:45:00,-35.0
91,2026-04-29 06:05:00,-36.52
92,2026-04-29 07:35:00,-38.0
93,2026-04-29 09:20:00,-39.49
94,2026-04-29 13:23:00,-39.43
95,2026-04-29 18:06:00,-39.55
96,2026-04-30 02:31:00,-39.04
97,2026-05-01 03:07:00,-39.93
98,2026-05-01 05:07:00,-41.3
99,2026-05-01 08:11:00,-41.0
100,2026-05-01 11:20:00,-41.22
101,2026-05-01 15:37:00,-42.55
102,2026-05-01 20:53:00,-40.26
103,2026-05-02 15:07:00,-41.16
104,2026-05-02 21:31:00,-42.55
105,2026-05-03 04:10:00,-40.9
106,2026-05-03 05:19:00,-41.09
107,2026-05-03 14:55:00,-42.4
108,2026-05-03 16:34:00,-43.74
109,2026-05-03 19:33:00,-44.68
110,2026-05-04 01:21:00,-45.0
111,2026-05-04 10:04:00,-40.69
112,2026-05-04 12:32:00,-40.68
113,2026-05-05 03:34:00,-41.97
114,2026-05-05 05:27:00,-43.28
115,2026-05-05 13:01:00,-43.39
116,2026-05-05 22:43:00,-41.95
117,2026-05-05 23:23:00,-43.29
118,2026-05-06 03:25:00,-42.77
119,2026-05-06 08:04:00,-41.21
120,2026-05-06 11:15:00,-42.59
121,2026-05-06 13:30:00,-40.09
122,2026-05-06 13:47:00,-40.23
123,2026-05-07 08:00:00,-38.48
124,2026-05-07 17:26:00,-39.82
125,2026-05-07 18:43:00,-41.28
126,2026-05-08 14:40:00,-41.5
127,2026-05-08 22:01:00,-41.1
128,2026-05-09 00:36:00,-41.07
129,2026-05-09 14:12:00,-41.18
130,2026-05-09 15:36:00,-40.33
