index,datetime,equity
0,2026-04-03 02:05:00,100000.0
1,2026-04-04 10:45:00,100031.02
2,2026-04-05 01:05:00,100006.0
3,2026-04-05 05:25:00,99613.64
4,2026-04-05 19:25:00,98971.13
5,2026-04-06 07:50:00,96921.71
6,2026-04-07 09:05:00,98573.89
7,2026-04-07 17:40:00,98333.24
8,2026-04-08 14:10:00,98633.77
9,2026-04-09 09:55:00,99185.06
10,2026-04-09 22:15:00,97174.94
11,2026-04-10 02:55:00,96947.19
12,2026-04-11 04:00:00,96567.06
13,2026-04-11 05:15:00,96062.62
14,2026-04-12 01:40:00,97073.15
15,2026-04-14 06:45:00,95012.9
16,2026-04-16 05:05:00,95648.41
17,2026-04-17 08:30:00,96931.89
18,2026-04-19 00:20:00,94838.93
19,2026-04-19 13:05:00,97890.76
20,2026-04-20 23:25:00,98463.83
21,2026-04-21 11:15:00,97978.64
22,2026-04-21 23:05:00,98128.24
23,2026-04-22 21:00:00,97956.91
24,2026-04-24 10:55:00,98119.49
25,2026-04-26 14:15:00,95971.59
26,2026-04-27 00:55:00,93999.28
27,2026-04-27 23:55:00,94737.72
28,2026-04-28 16:50:00,95814.29
29,2026-04-30 05:25:00,93861.24
30,2026-05-02 06:30:00,93336.51
31,2026-05-02 16:05:00,91211.39
32,2026-05-02 21:25:00,89034.3
33,2026-05-03 06:20:00,88511.17
34,2026-05-03 17:35:00,86666.73
35,2026-05-03 23:45:00,86816.89
36,2026-05-04 10:00:00,88160.1
37,2026-05-05 21:25:00,88234.46
38,2026-05-06 17:40:00,87870.52
39,2026-05-07 21:05:00,86089.81
40,2026-05-09 13:25:00,85297.58
41,2026-05-09 15:35:00,85473.81
42,2026-05-10 01:20:00,85890.0
43,2026-05-10 22:30:00,85815.63
44,2026-05-11 06:50:00,85366.96
45,2026-05-12 11:05:00,83649.77
46,2026-05-13 00:25:00,83256.27
47,2026-05-14 23:55:00,84056.46
48,2026-05-15 13:35:00,82394.68
49,2026-05-17 00:05:00,83257.3
50,2026-05-17 23:10:00,85323.1
51,2026-05-18 12:10:00,87403.0
52,2026-05-19 10:45:00,85622.7
53,2026-05-19 19:15:00,85071.66
54,2026-05-20 12:55:00,83279.86
55,2026-05-21 06:45:00,85706.66
56,2026-05-22 17:25:00,86241.52
57,2026-05-23 18:15:00,86354.31
58,2026-05-24 21:25:00,84552.17
59,2026-05-25 00:10:00,84790.92
60,2026-05-25 04:40:00,85448.96
61,2026-05-25 14:05:00,83659.78
62,2026-05-25 20:40:00,83953.86
63,2026-05-26 15:00:00,84278.0
64,2026-05-27 04:15:00,82568.86
65,2026-05-28 12:20:00,80913.39
66,2026-05-29 14:20:00,79324.88
67,2026-05-30 21:20:00,77550.12
68,2026-05-31 14:10:00,75977.38
69,2026-05-31 16:20:00,74452.7
70,2026-06-01 19:35:00,74867.73
71,2026-06-02 02:35:00,74796.74
72,2026-06-04 21:10:00,74400.49
73,2026-06-06 03:35:00,73008.62
74,2026-06-06 08:25:00,73674.7
75,2026-06-06 21:10:00,73773.25
76,2026-06-07 22:10:00,73729.15
77,2026-06-08 18:50:00,73377.04
78,2026-06-09 22:40:00,71955.82
79,2026-06-11 00:15:00,72757.31
80,2026-06-11 14:20:00,72328.01
81,2026-06-12 05:30:00,72194.11
82,2026-06-12 20:55:00,71650.51
83,2026-06-14 20:35:00,71791.09
84,2026-06-15 10:25:00,70407.62
85,2026-06-16 02:15:00,70285.32
86,2026-06-16 13:10:00,70297.81
87,2026-06-18 01:30:00,69974.83
88,2026-06-19 03:10:00,68610.1
89,2026-06-20 05:10:00,67285.11
90,2026-06-20 11:50:00,65895.36
91,2026-06-21 03:15:00,64520.15
92,2026-06-21 18:30:00,64768.51
93,2026-06-22 19:00:00,64751.41
94,2026-06-23 05:15:00,63521.82
95,2026-06-23 22:10:00,63406.84
96,2026-06-24 13:00:00,64012.46
97,2026-06-25 04:45:00,64167.64
98,2026-06-26 13:55:00,64999.32
99,2026-06-27 19:30:00,65234.51
100,2026-06-28 05:00:00,63953.63
101,2026-06-28 23:30:00,64117.28
102,2026-06-29 16:45:00,64148.18
103,2026-06-30 00:35:00,64399.46
104,2026-06-30 19:00:00,64807.15
105,2026-07-02 08:40:00,64807.15
